Word,Meaning,Synonyms
belligerent,,"pugnacious,bellicose,truculent,contentious,irascible,,,,,,,,,"
beneficent,,"benevolent,altruistic,magnanimous,munificent,benign,indulgent,,,,,,,,"
canny,,"shrewd,astute,acute,sagacious,circumspect,prudent,savvy,,,,,,,"
cavalier,,"supercilious,haughty,disdainful,scornful,insolent,glib,perfunctory,cursory,,,,,,"
distress,,"perturb,disquiet,agitate,vex,harrowing,,,,,,,,,"
dwindling,,"wane,plummet,wither,,,,,,,,,,,"
eclipse,,"drawf,trump,transcend,,,,,,,,,,,"
exacerbate,,"aggravate,inflame,augment,,,,,,,,,,,"
exasperated,,"exacerbate,infuriate,incense,exacerbate,madden,aggravate,,,,,,,,"
hackneyed,,"platitudinous,vapid,trite,banal,commonplace,prosaic,pedestrian,humdrum,,,,,,"
incongruous,,"discordant,dissonant,jarring,extraneous,disparate,,,,,,,,,"
interchangeable,,"parallel,analogous,homogeneous,cognate,,,,,,,,,,"
laconic,,"succinct,economical,elliptical,incisive,compendious,gnomic,taciturn,reticent,unforthcoming,,,,,"
lucrative,,"remunerative,fruitful,advantageous,,,,,,,,,,,"
magisterial,,"autocratic,imperious,pompous,lofty,haughty,supercilious,patronizing,,,,,,,"
onerous,,"arduous,strenuous,laborious,Herculean,gruelling,toilsome,exigent,,,,,,,"
opprobrium,,"vilification,vituperation,castigation,denunciation,reviling,calumny,execration,excoriation,lambasting,,,,,"
parsimonious,,"miserly,penurious,frugal,stingy,,,,,,,,,,"
peripheral,,"incidental,tangential,superficial,extraneous,,,,,,,,,,"
provocative,,"exasperating,infuriating,maddening,vexing,galling,incendiary,aggravating,,,,,,,"
renounce,,",eschew,abdicate,repudiate,,,,,,,,,,"
tempestuous,,"turbulent,tumultuous,feverish,frantic,mercurial,capricious,erratic,,,,,,,"
tenable,,"defensible,justifiable,rational,plausible,credible,,,,,,,,,"
transgression,,"misdemeanour,vice,indiscretion,mischief,wickedness,contravention,infraction,,,,,,,"
urbane,,"debonair,worldly,glib,gallant,affable,tactful,,,,,,,,"
affinity,,"empathy,rapport,accord,propinquity,,,,,,,,,,"
altruistic,,"magnanimous,benevolent,beneficent,philanthropic,bounteous,,,,,,,,,"
baroque,,"ostentatious,flamboyant,grandiloquent,rhetorical,bombastic,convoluted,aureate,,,,,,,"
compromise,,"undermine,prejudice,jeopardize,endanger,imperil,,,,,,,,,"
conciliatory,,"placatory,mollifying,reconciliatory,propitiative,placative,,,,,,,,,"
countenance,,"approbate,brook,endure,visage,,,,,,,,,,"
covert,,"furtive,clandestine,surreptitious,,,,,,,,,,,"
credible,,"plausible,assuasive,verisimilar,colourable,cogitable,,,,,,,,,"
diffuse,,"dispersed,verbose,prolix,protracted,discursive,maundering,digressive,circumlocutory,,,,,,"
documentary,,"chronicled,archive,charted,factual,,,,,,,,,,"
exhaustive,,"encyclopedic,profound,umbrella,meticulous,painstaking,,,,,,,,,"
exhilarating,,"intoxicate,enliven,animate,invigorate,,,,,,,,,,"
extraneous,,"peripheral,tangential,adventitious,alien,,,,,,,,,,"
fervour,,"ardour,zeal,vehemence,avidity,assiduity,,,,,,,,,"
futile,,"vain,thwarted,abortive,sterile,nugatory,,,,,,,,,"
illusory,,"delusory,sham,fallacious,bogus,erroneous,specious,chimerical,,,,,,,"
invidious,,"prejudicial,iniquitous,deleterious,detrimental,unenviable,,,,,,,,,"
lethargic,,"inert,torpid,languid,indolent,phlegmatic,apathetic,enervated,somnolent,,,,,,"
metaphorical,,"allegorical,analogous,emblematic,imaginative,parabolic,,,,,,,,,"
mimic,,"imitate,caricature,satirize,lampoon,burlesque,travesty,,,,,,,,"
obscure,,"dubious,vague,indeterminate,concealed,,,,,,,,,,"
overt,,"unconcealed,apparent,conspicuous,visible,manifest,brazen,,,,,,,,"
pellucid,,"translucent,transparent,crystalline,limpid,,,,,,,,,,"
perpetuate,,"continue,immortalize,commemorate,eternalize,,,,,,,,,,"
rational,,"cogent,coherent,sagacious,astute,shrewd,prudent,circumspect,pragmatic,,,,,,"
scathing,,"withering,mordant,trenchant,virulent,vitriolic,scornful,,,,,,,,"
subtle,,"ingenious,adroit,elusive,abstruse,,,,,,,,,,"
superficial,,"cursory,perfunctory,sketchy,desultory,slapdash,slipshod,hasty,,,,,,,"
acquiesce,,"tolerate,brook,OK,,,,,,,,,,,"
adroit,,"adept,dexterous,deft,astute,shrewd,canny,ingenious,savvy,,,,,,"
amend,,"modify,adapt,revamp,remedy,ameliorate,,,,,,,,,"
apologist,,"advocate,proponent,exponent,champion,enthusiast,,,,,,,,,"
astringent,,"acerbic,austere,mordant,trenchant,sarcastic,sardonic,scathing,waspish,snarky,,,,,"
collaborate,,"merge,fraternize,conspire,collude,amalgamate,integrate,,,,,,,,"
competent,,"proficient,adept,adroit,virtuoso,,,,,,,,,,"
correlate,,"analogize,harmonize,dovetail,parallel,,,,,,,,,,"
deride,,"disdain,disparage,contemm,vilify,lampoon,satirize,,,,,,,,"
dictate,,"edict,ordinance,dictum,exhortation,canon,axiom,,,,,,,,"
discreet,,"circumspect,wary,chary,guarded,tactful,prudent,,,,,,,,"
divorced,,"eparate,disunite,alienate,sunder,dissever,,,,,,,,,"
exacting,,"onerous,arduous,laborious,stringent,inflict(verb),impose(verb),compel(verb),,,,,,,"
flummoxed,,"obfuscate,baffled,bewildered,bamboozle,bemuse,perplex,bemuse,perplex,,,,,,"
fruitful,,"fecund,abundant,profuse,prolific,progenitive,fructuous,effectual,,,,,,,"
inborn,,"inborninnate,congenital,ingrained,connate,connatural,,,,,,,,,"
reticent,,"introverted,inhibited,diffident,shrinking,taciturn,,,,,,,,,"
stringent,,"rigid,inflexible,draconian,extreme,,,,,,,,,,"
subservient,,"deferential,acquiescent,ductile,pliant,servile,downtrodden,snivelling,cowering,cringing,,,,,"
surreptitious,,"clandestine,furtive,covert,,,,,,,,,,,"
tantalizing,,"entice,titillate,intrigue,allure,beguile,fascinate,,,,,,,,"
tantamount,,"as good as,more or less,on a par with,,,,,,,,,,,"
torpor,,"lethargy,inertia,languor,indolence,apathy,lassitude,enervation,,,,,,,"
trenchant,,"incisive,acute,stinging,mordant,pungent,scathing,acerbic,astringent,sarcastic,,,,,"
umbrage,,"bridle ,get the hump,,,,,,,,,,,,"
versatile,,"adaptable,flexible,protean,,,,,,,,,,,"
wayward,,"obstinate,obdurate,perverse,defiant,refractory,capricious,whimsical,fickle,erratic,intractable,fractious,contumacious,,"
alienate,,"estrange,detach,divorce,,,,,,,,,,,"
apathy,,"lethargy,languor,lassitude,torpor,,,,,,,,,,"
apropos,,"pertinent,apposite,apt,germane,felicitous,,,,,,,,,"
apt,,"adept,proficient,competent,astute,befitting,felicitous,congruous,judicious,apropos,,,,,"
cloak,,"veneer,mantle,shroud,pretext,smokescreen,,,,,,,,,"
consensus,,"concord,concurrence,accord,unanimity,solidarity,,,,,,,,,"
distort,,"contort,wrench,buckled,malformed,gnarled,falsify,skew,prejudiced,tinkered with,,,,,"
divergent,,"disparate,contradictory,,,,,,,,,,,,"
elate,,"exhilarated,gleeful,animated,jubilant,exultant,ecstatic,euphoric,rapturous,,,,,,"
enchant,,"enrapture,enthral,beguile,bewitch,ensnare,rivet,transfix,rapture,,,,,,"
entrenched,,"ensconce,ingrained,ineradicable,inveterate,immutable,inexorable,,,,,,,,"
exotic,,"tropical,alien,extravagant,astonishing,bizarre,peculiar,,,,,,,,"
exploitative,,"abandon,desolate,bleak,derelict,,,,,,,,,,"
gratify,,"gladden,assuage,pacify,appease,,,,,,,,,,"
heed,,"observe,notice,consider,,,,,,,,,,,"
judicious,,"prudent,shrewd,astute,canny,sagacious,percipient,circumspect,expedient,savvy,sapient,,,,"
lucid,,"cogent,coherent,articulate,eloquent,perspicuous,graphic,,,,,,,,"
pertinent,,"apposite,apt,germane,apropos,appurtenant,,,,,,,,,"
propriety,,"decorum,rectitude,demureness,gentility,orthodoxy,probity,tenue,,,,,,,"
scintillation,,"exhilarating,invigorating,vivacious,coruscating,effervescent,ebullient,,,,,,,,"
sensational,,"startling,astonishing,appalling,scandalous,momentous,,,,,,,,,"
sophisticated,,"worldly,enlightened,cosmopolitan,suave,urbane,,,,,,,,,"
strife,,"discord,variance,wrangling,bickering,animosity,,,,,,,,,"
unscrupulous,,"amoral,reprobate,exploitative,fraudulent,devious,guileful,furtive,sly,venal,,,,,"
veracity,,"truth,accuracy,fidelity,scrupulousness,probity,,,,,,,,,"
virulent,,"pernicious,baneful,vitriolic,malicious,malevolent,malignant,malign,vindictive,rancorous,acrimonious,mordant,scathing,,"
violate,,"erratic,fraught,eruptive,turbulent,mutable,protean,,,,,,,,"
antedate,,"precede,predate,anticipate,,,,,,,,,,,"
banish,,"expatriate,extradite,repatriate,excommunicate,ostracize,disperse,scatter,dissipate,oust,,,,,"
bridle,,"curb,subdue,stifle,,,,,,,,,,,"
comply,,",satisfy,meet,observe,,,,,,,,,,"
crestfallen,,"despondent,dejected,desolate,doleful,forlorn,abashed,abject,dolorous,,,,,,"
curtain,,"Shroud,mask,,,,,,,,,,,,"
elucidate,,"illuminate,explicate,annotate,untangle,,,,,,,,,,"
evade,,"elude,avoid,dodge,sidestep,,,,,,,,,,"
feckless,,"inept,slothful,indolent,apathetic,lousy,,,,,,,,,"
fester,,",rankle,chafe,smoulder,,,,,,,,,,"
iconoclastic,,"heretical,malcontent,subversive,renegade,mutinous,maverick,,,,,,,,"
immure,,"confine,intern,incarcerate,,,,,,,,,,,"
improvise,,"ad lib,ad hoc,improvisatory,extempore,spontaneous,contrive,concoct,,,,,,,"
inhibit,,"impede,fetter,stifle,smother,thwart,,,,,,,,,"
inscrutable,,"unfathomable,perplexing,baffling,bewildering,abstruse,arcane,sibylline,wildering,,,,,,"
lionize,,"exalt,extol,venerate,eulogize,adulate,aggrandize,laud,panegyrize,,,,,,"
monotonous,,"tedious,humdrum,mechanical,prosaic,colourless,monochrome,,,,,,,,"
peculiar,,"individual,idiosyncratic,conspicuous,like,,,,,,,,,,"
premeditate,,"cold-blooded,wilful,purposive,prepense,,,,,,,,,,"
profligate,,"spendthrift,improvident,prodigal,wanton,,,,,,,,,,"
recondite,,"abstruse,arcane,esoteric,abstract,profound,unfathomable,opaque,,,,,,,"
refine,,"temper,elaborate,consummate,tweak,sift,rectify,,,,,,,,"
relinquish,,"forswear,eschew,abandon,abdicate,,,,,,,,,,"
ruminate,,"contemplate,consider,,,,,,,,,,,,"
skittish,,"restive,fidgety,frisky,coltish,coquettish,frolic,wanton,,,,,,,"
superfluous,,"surplus,redundant,gratuitous,,,,,,,,,,,"
thorough,,"exhaustive,meticulous,scrupulous,assiduous,conscientious,painstaking,sedulous,sweeping,,,,,,"
visionary,,"ingenious,perceptive,intuitive,shrewd,utopian,quixotic,unfeasible,,,,,,,"
vociferous,,"vehement,forthright,candid,insistent,emphatic,clamorous,strident,,,,,,,"
acclaim,,"exalted,adulate,eulogize,lionize,extol,,,,,,,,,"
ascertain,,"deduce,intuit,discern,comprehend,savvy,cognize,,,,,,,,"
assertive,,"authoritative,insistent,firm,assaultive,feisty,,,,,,,,,"
bogus,,"spurious,fraudulent,sham,feigned,fictitious,ersatz,phoney,,,,,,,"
cataclysmic,,"catastrophic,calamitous,ruinous,,,,,,,,,,,"
circumscribe,,"curb,restrain,regulate,control,,,,,,,,,,"
complementary,,"harmonizing,complementing,reciprocal,interdependent,,,,,,,,,,"
contentious,,"vexed,ambivalent,equivocal,factious(Of a person),pugnacious(Of a person),bellicose(Of a person),belligerent(Of a person),petulant(Of a person),truculent(Of a person),,,,,"
disingenuous,,"dissembling,mendacious,unscrupulous,shifty,subtle,,,,,,,,,"
divulge,,"reveal,impart,broadcast,proclaim,promulgate,,,,,,,,,"
dogmatic,,"peremptory,imperative,doctrinaire,imperious,pontifical,dictatorial,rigid,,,,,,,"
fallacious,,"erroneous,delusory,specious,spurious,fabricated,distorted,phoney,,,,,,,"
foolhardy,,"rash,heedless,imprudent,impetuous,hasty,temerarious,,,,,,,,"
hinder,,"impede,inhibit,thwart,forestall,curtail,encumber,,,,,,,,"
impair,,"diminish,impede,undermine,vitiate,,,,,,,,,,"
impugn,,"challenge,question,dispute,,,,,,,,,,,"
incessant,,"ceaseless,unabating,interminable,perpetual,persistent,recurrent,,,,,,,,"
inclined,,"minded,predisposed,bias(make someone),prejudice(make someone),,,,,,,,,,"
inveterate,,"ingrained,entrenched,congenital,ineradicable,,,,,,,,,,"
miserly,,"parsimonious,avaricious,ascetic,puritanical,stingy,lamentabl(of a quantity),stingy(of a quantity),piddling(of a quantity),exiguous(of a quantity),,,,,"
patent,,"copyright,charter,franchise,conspicuous,flagrant,palpable,,,,,,,,"
petulant,,"waspish,irascible,fractious,captious,churlish,,,,,,,,,"
pithy,,"pettish(of language or style),succinct(of language or style),compendious(of language or style),epigrammatic(of language or style),laconic(of language or style),trenchant(of language or style),,,,,,,,"
sanctimonious,,"churchy,pious,unctuous,superior,hypocritical,,,,,,,,,"
sound(adj.),,"cogent,plausible,sturdy,whole,,,,,,,,,,"
tarnish,,"blemish,calumniate,debase,stigmatize,vitiate,plausible,,,,,,,,"
tepid,,"apathetic,perfunctory,desultory,,,,,,,,,,,"
upbraid,,"reprimand,admonish,chastise,berate,lambast,censure,,,,,,,,"
vexation,,"petulance,umbrage,perturbation,aggravation,,,,,,,,,,"
abet,,"champion,sanction,succour,further,expedite,,,,,,,,,"
accessible,,"reachable,attainable,intelligible,penetrable,,,,,,,,,,"
acquisitive,,"covetous,avaricious,avid,rapacious,mercenary,grabby,,,,,,,,"
amalgamate,,"coalesce,consolidate,affiliate,,,,,,,,,,,"
attenuate,,"diminished,impaired,enervated,,,,,,,,,,,"
augment,,"exacerbate,aggravate,inflame,compound,ameliorate,,,,,,,,,"
aversion,,"abhorrence,loathing,antipathy,repugnance,disrelish,,,,,,,,,"
blithe,,"casual,indifferent,nonchalant,,,,,,,,,,,"
contempt,,"disdain,opprobrium,derision,mockery,loathing,abhorrence,,,,,,,,"
dawdle,,"linger,idle,procrastinate,tarry,,,,,,,,,,"
deflect,,"divert(something),avert(something),ricochet(of an object),diverge(of an object,,,,,,,,,,"
discount(verb),,"disregard,overlook,gloss over,,,,,,,,,,,"
dissident(adj.),,"dissenting,rebelling,revolutionary,,,,,,,,,,,"
efficacious,,"effectual,constructive,fruitful,potent,,,,,,,,,,"
equitable,,"unbigoted,egalitarian,scrupulous,neutral,,,,,,,,,,"
erratic,,"turbulent,protean,mercurial,capricious,whimsical,fickle,wayward,fluctuant,,,,,,"
industrious,,"assiduous,sedulous,painstaking,pertinacious,zealous,laborious,,,,,,,,"
inform,,"prime,enlighten,apprise,,,,,,,,,,,"
irksome,,"vexing,galling,exasperating,grating,pesky,pestilent,,,,,,,,"
manacle,,"fetters,bonds,darbies,gyves,,,,,,,,,,"
modest,,"ordinary,simple,homely,unimposing,,,,,,,,,,"
noxious,,"virulent,pernicious,putrid,rancid,bogging,,,,,,,,,"
pernicious,,"deleterious,inimical,malevolent,noxious,malefic,pestilent,baneful,,,,,,,"
predicament,,"plight,quandary,pickle,scrape,dilemma,,,,,,,,,"
proficient,,"adept,adroit,deft,dexterous,apt,consummate,compleat,,,,,,,"
prolix,,"protracted,laborious,ponderous,verbose,maundering,,,,,,,,,"
scorn,,"derision,disdain,mockery,contumely,,,,,,,,,,"
subordinate,,"subservient,ancillary,auxiliary,peripheral,marginal,,,,,,,,,"
unseemly,,"indecorous,unbefitting,coarse,,,,,,,,,,,"
acolyte,,"retainer,votary,satellite,pursuivant,,,,,,,,,,"
anoint,,"consecrate,sanctify,bless,ordain,hallow,,,,,,,,,"
base,,"form,establish,ground,root,,,,,,,,,,"
coercion,,"compulsion,duress,oppression,enforcement,,,,,,,,,,"
coin,,"fabricate,devise,conceive,originate,,,,,,,,,,"
cunning,,"guileful,shrewd,astute,canny,deft,adroit,dexterous,subtle,vulpine,,,,,"
discomfort,,"abashment,flusteredness,perturbation,mortification,,,,,,,,,,"
dissent,,"demur,strife,wrangling,bickering,,,,,,,,,,"
distil,,"sublimate,fractionate,refine,,,,,,,,,,,"
dubious,,"vacillating,irresolute,sceptical,questionable,shady,,,,,,,,,"
ebullient,,"exuberant,buoyant,jaunty,exhilarated,elated,euphoric,jubilant,effervescent,vivacious,,,,,"
facetious,,"glib,frivolous,waggish,whimsical,jesting,jocular,,,,,,,,"
fallible,,"erring,errant,flawed,weak,,,,,,,,,,"
florid,,"sanguine,erubescent,embellished,extravagant,flamboyant,baroque,ostentatious,grandiloquent,rhetorical,bombastic,convoluted,,,"
gawky,,"gauche,maladroit,inept,bashful,nervy,,,,,,,,,"
inveigle,,"entice,ensnare,beguile,bamboozle,blandish,,,,,,,,,"
jettison,,"abandon,relinquish,,,,,,,,,,,,"
mendacity,,"dissembling,hypocrisy,duplicity,perjury,perfidy,,,,,,,,,"
munificent,,"bountiful,magnanimous,philanthropic,unstinted,bounteous,,,,,,,,,"
naive,,"artless,ingenuous,gullible,credulous,,,,,,,,,,"
noble,,"exceptional,formidable,sublime,magnanimous,lofty,exalted,elevated,sublime,,,,,,"
parochial,,"provincial,insular,localist,myopic,,,,,,,,,,"
pedestrian,,"plodding,tedious,monotonous,commonplace,workaday,,,,,,,,,"
prevaricate,,"vacillate,quibble,cavil,hedge,equivocate,,,,,,,,,"
prime(verb),,"cardinal,pre-eminent,archetypal,superlative,quintessential,,,,,,,,,"
radical,,"revolutionary,stringent,rigorous,extremist,fanatical,,,,,,,,,"
temporal,,"secular,profane,mundane,carnal,,,,,,,,,,"
transitory,,"transient,ephemeral,evanescent,fugitive,fugacious,,,,,,,,,"
viable,,"workable,feasible,expedient,judicious,doable,,,,,,,,,"
abreast,,"alongside,level,abeam,,,,,,,,,,,"
confound,,"bemuse,perplex,astonish,dismay,bewilder,negate(a theory),contradict(a theory),discredit(a theory),,,,,,"
digression,,"excursus,divergence,meandering,maundering,apostrophe,,,,,,,,,"
discrepancy,,"disparity,divergence,dissimilitude,disaccord,discordance,incongruity,,,,,,,,"
expedient(adj.),,"gainful,pragmatic,prudent,judicious,propitious,,,,,,,,,"
fabricate,,"falsify,invent,concoct,contrive,,,,,,,,,,"
glum,,"downcast,despondent,crestfallen,desolate,doleful,melancholy,saturnine,,,,,,,"
harbinger,,"herald,prelude,portent,presage,precursor,,,,,,,,,"
intrinsic,,"congenital,native,ingrained,permanent,fundamental,constitutive,,,,,,,,"
largesse,,"munificence,beneficence,benefaction,altruism,magnanimity,benevolence,,,,,,,,"
libertine,,"adulterer,debauchee,voluptuary,hedonist,profligate,wanton,reprobate,,,,,,,"
malfeasance,,"deceit,duplicity,falsity,,,,,,,,,,,"
manifest,,"betray,evince,reveal,substantiate,corroborate,,,,,,,,,"
minute,,"instant,jiffy,,,,,,,,,,,,"
modish,,"stylish,contemporary,voguish,sassy,,,,,,,,,,"
nascent,,"embryonic,incipient,fledgling,burgeoning,naissant,,,,,,,,,"
perennial,,"perpetual,eternal,ceaseless,abiding,,,,,,,,,,"
pious,,"reverent,saintly,faithful,sanctimonious,,,,,,,,,,"
providential,,"auspicious,benign,felicitous,expedient,miraculous,,,,,,,,,"
prowess,,"adroitness,dexterity,deftness,finesse,gallantry,heroism,,,,,,,,"
schism,,"rupture,severance,estrangement,alienation,chasm,discord,,,,,,,,"
slander,,"calumny,aspersions,vilification,traducement,defame(verb),malign(verb),traduce(verb),vilify(verb),decry(verb),,,,,"
stalwart,,"staunch,devoted,vigorous,steadfast,resolute,,,,,,,,,"
supplicate,,"entreat,beseech,implore,solicit,importune,,,,,,,,,"
terse,,"abrupt,succinct,pithy,economical,laconic,epigrammatic,,,,,,,,"
tirade,,"diatribe,polemic,harangue,censure,berating,vilification,,,,,,,,"
universal,,"ubiquitous,comprehensive,omnipresent,rampant,pervasive,,,,,,,,,"
vanquish,,"trounce,annihilate,clobber,pulverize,subjugate,,,,,,,,,"
woeful,,"atrocious,deplorable,lamentable,abysmal,dire,,,,,,,,,"
abject,,"piteous(of a situation or condition),stark(of a situation or condition),woeful(of a situation or condition),lamentable(of a situation or condition),atrocious(of a situation or condition),obsequious(of a person or their behaviour),servile(of a person or their behaviour),sycophantic(of a person or their behaviour),craven(of a person or their behaviour),,,,,"
amicable,,"cordial,fraternal,harmonious,,,,,,,,,,,"
animosity,,"antipathy,animus,aversion,acrimony,rancour,abhorrence,malevolence,,,,,,,"
aver,,"profess,protest,avouch,asseverate,,,,,,,,,,"
barrage,,"abundance,plethora,profusion,torrent,spate,,,,,,,,,"
cathartic,,"purgative,purging,purifying,exorcising,abreactive,,,,,,,,,"
decipher,,"discern,fathom,penetrate,apprehend,untangle,,,,,,,,,"
delusion,,"deluding,duping,fallacy,chimera,,,,,,,,,,"
dispense,,"provide,relinquish,renounce,,,,,,,,,,,"
eloquent,,"sensitive,revealing,significant,indicative,,,,,,,,,,"
enthral,,"enchant,bewitch,beguile,entrance,enrapture,allure,ensnare,dazzle,absorb,transfix,,,,"
eradicate,,"suppress,extirpate,obliterate,abolish,expunge,,,,,,,,,"
fledgling,,"burgeoning,embryonic,nascent,incipient,,,,,,,,,,"
fortitude,,"intrepidity,stoicism,forbearance,tenacity,pertinacity,resolution,,,,,,,,"
fortuitous,,"haphazard,providential,serendipitous,expedient,felicitous,apt,,,,,,,,"
goad,,"badger,incite,stimulate,inflame,impel,induce,,,,,,,,"
imminent,,"impending,forthcoming,menacing,anticipated,,,,,,,,,,"
incontrovertible,,"irrefutable,unassailable,unequivocal,manifest,emphatic,apodictic,,,,,,,,"
itinerant,,"peripatetic,wayfaring,vagrant,vagabond,restless,errant,,,,,,,,"
magnanimous,,"benevolent,beneficent,munificent,altruistic,chivalrous,,,,,,,,,"
meritorious,,"praiseworthy,laudable,exemplary,,,,,,,,,,,"
mutiny(Noun),,"revolution,insurgence,subversion,sedition,anarchy,,,,,,,,,"
paradoxical,,"incongruous,anomalous,baffling,bewildering,inexplicable,,,,,,,,,"
perseverance,,"tenacity,resolution,doggedness,pertinacity,assiduity,intransigence,,,,,,,,"
render,,"deliver,distribute,provide,restore,,,,,,,,,,"
repertoire,,"tender,repertory,stockpile,relinquish,,,,,,,,,,"
resilient,,"buoyant,irrepressible,adaptable,flexible,,,,,,,,,,"
resolute,,"adamant,stalwart,pertinacious,tenacious,dogged,obstinate,obdurate,intransigent,mettlesome,indurate,,,,"
supple,,"limber,deft,pliant,malleable,plastic,absolve,vindicate,exculpate,liberate(a duty or obligation).,exempt(a duty or obligation).,,,,,,,,,,,,,,,,,"
valour,,"intrepidity,pluck,audacity,gallantry,fortitude,spunk,moxie,,,,,,,"
cumbersome,,"incommodious,inefficient,complex,slow,,,,,,,,,,"
unprecedented,,"unrivalled,prodigious,anomalous,revolutionary,,,,,,,,,,"
stint,,"limit,restrict,,,,,,,,,,,,"
extrapolate,,"gauge,reckon,predict,,,,,,,,,,,"
liability,,"culpability,guilt,onus,encumbrance,nuisance,impediment,Achilles heel,,,,,,,"
euphoric,,"gleeful,exhilarated,animated,jubilant,exultant,intoxicated,,,,,,,,"
elementary,,"rudimentary,basal,preparatory,initiatory,radical,underlying,simplistic,,,,,,,"
heterodox,,"heretical,dissident,blasphemous,apostate,iconoclastic,sceptical,agnostic,idolatrous,pagan,heathen,,,,"
fervent,,"vehement,ardent,fervid,profound,zealous,fanatical,avid,,,,,,,"
gaffe,,"blunder,indiscretion,impropriety,,,,,,,,,,,"
temper(verb),,"mitigate,palliate,alleviate,assuage,,,,,,,,,,"
painstaking,,"meticulous,assiduous,sedulous,industrious,laborious,punctilious,scrupulous,pedantic,,,,,,"
economy,,"thrift,prudence,canniness,frugality,abstemiousness,miserliness,,,,,,,,"
qualm,,"demur,apprehension,trepidation,disquiet,scruple,remorse,,,,,,,,"
exonerate,,"absolve,vindicate,exculpate,liberate(a duty or obligation).,exempt(a duty or obligation).,,,,,,,,,"
implicit,,"inherent,latent,underlying,perfect,absolute,,,,,,,,,"
phlegmatic,,"serene,tranquil,placid,stolid,imperturbable,poised,,,,,,,,"
propensity,,"predisposition,proneness,proclivity,aptness,penchant,predilection,,,,,,,,"
foment,,"instigate,incite,agitate,enkindle,,,,,,,,,,"
embellish,,"adorn,exaggerate,catastrophize,,,,,,,,,,,"
inviolate,,"untouched,unscathed,unsullied,pristine,virgin,,,,,,,,,"
renege,,"repudiate,retract,break,,,,,,,,,,,"
arresting,,"conspicuous,dazzling,astonishing,staggering,phenomenal,,,,,,,,,"
obstinate,,"obdurate,refractory,rigid,inexorable,tenacious,pertinacious,dogged,adamant,steadfast,,,,,"
vivacious,,"animated,effervescent,ebullient,buoyant,scintillating,jaunty,zestful,,,,,,,"
histrionic(noun),,"theatrics,tantrums,affectation,artificiality,,,,,,,,,,"
prodigious,,"colossal,mammoth,inordinate,gargantuan,miraculous,grotesque(ARCHAIC),,,,,,,,"
tentative,,"conjectural,exploratory,pilot,wavering,diffident,iffy,,,,,,,,"
falter,,"halt,splutter,flounder,fluctuate,vacillate,waver,oscillate,,,,,,,"
chastise,,"admonish,chide,censure,castigate,lambaste,scourge,wallop,discipline,,,,,,"
intermittent,,"sporadic,fitful,spasmodic,fragmentary,random,,,,,,,,,"
profound,,"earnest(of a state, quality, or emotion),acute(of a state, quality, or emotion),fervent(of a state, quality, or emotion),ardent(of a state, quality, or emotion),radical(of a state, quality, or emotion),exhaustive(of a state, quality, or emotion),scholarly(of a person or statement),sagacious(of a person or statement),erudite(of a person or statement),penetrating(of a person or statement),astute(of a person or statement),sapient(of a person or statement),,"
propagate,,"promulgate,broadcast,proclaim,preach,propagandize,,,,,,,,,"
allusive,,"figurative,emblematic,allegorical,parabolic,connotative,mnemonic,,,,,,,,"
glib,,"plausible,urbane,voluble,loquacious,facile,superficial,simplistic,,,,,,,"
curb(Noun),,"rein,deterrent,suppressant,retardant,trammel,,,,,,,,,"
lull,,"assuage,alleviate,pacify,mitigate,placate,mollify,diminish,,,,,,,"
mettlesome,,"gritty,intrepid,gallant,valiant,audacious,tenacious,steadfast,,,,,,,"
astute,,"shrewd,ingenious,canny,sagacious,artful,savvy,argute,sapient,,,,,,"
fawn(Verb),,"obsequious,servile,sycophantic,unctuous,abject,,,,,,,,,"
precipitous,,"perpendicular,abrupt,impetuous,precipitate,imprudent,heedless,foolhardy,temerarious,,,,,,"
repercussion,,"reverberation,backlash,ripple,aftermath,fallout,,,,,,,,,"
regress,,"retrogress,subside,ebb,wane,retrograde,,,,,,,,,"
refute,,"debunk,discredit,controvert,repudiate(a statement or accusation).,gainsay(a statement or accusation).,,,,,,,,,"
replenish,,"restock,restore,refill,,,,,,,,,,,"
evoke,,"invoke,elicit,kindle,stimulate,arouse,,,,,,,,,"
ire,,"exasperation,vexation,chagrin,choler,,,,,,,,,,"
languid,,"languorous(of a person, manner, or gesture),lethargic(of a person, manner, or gesture),phlegmatic(of a person, manner, or gesture),torpid(of a person, manner, or gesture),sluggish(of a person, manner, or gesture),slothful(of a person, manner, or gesture),indolent(of a person, manner, or gesture),apathetic(of a person, manner, or gesture),,,,,,"
mollify,,"appease(someone).,placate(someone).,pacify(someone).,assuage(something),alleviate(something),mitigate(something),lull(something),quell(something),,,,,,"
pretentious,,"ostentatious,fustian,extravagant,flamboyant,grandiloquent,magniloquent,bombastic,turgid,rhetorical,,,,,"
duress,,"coercion,compulsion,intimidation,enforcement,exaction,,,,,,,,,"
vigilant,,"wary,circumspect,prudent,heedful,,,,,,,,,,"
headstrong,,"wayward,refractory,obstinate,obdurate,capricious,,,,,,,,,"
convalescent,,"recuperating,recovering,improving,,,,,,,,,,,"
nonplussed,,"bewildered,bemused,perplexed,baffled,stupefied,befuddled,unnerved,astounded,flummoxed,bamboozled,,,,"
fret,,"agonize,anguish,grumble,perturb,,,,,,,,,,"
